DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,HIGH_CONSUMER,Total_Empl
Economic Development ,11/17/2018,0,1
Emergency Mgt Agency/MetroSafe,12/31/2016,2,17
Emergency Mgt Agency/MetroSafe,5/20/2017,3,17
Emergency Mgt Agency/MetroSafe,5/19/2018,1,13
Fire & Rescue                 ,8/1/2015,21,137
Fire & Rescue                 ,8/27/2016,15,97
Fire & Rescue                 ,4/21/2018,9,69
Fire & Rescue                 ,11/3/2018,4,60
Fleet & Facilities,7/19/2014,7,29
Fleet & Facilities,11/5/2016,12,29
Fleet & Facilities,5/20/2017,9,26
Fleet & Facilities,11/4/2017,6,23
Fleet & Facilities,12/2/2017,7,23
Fleet & Facilities,8/11/2018,5,22
Fleet & Facilities,10/20/2018,5,21
Fleet & Facilities,12/29/2018,5,21
Fleet & Facilities,3/23/2019,8,19
Human Relations Commission    ,10/12/2013,0,4
Human Relations Commission    ,4/12/2014,1,4
Human Relations Commission    ,12/6/2014,1,5
Human Relations Commission    ,4/11/2015,0,5
Human Relations Commission    ,11/7/2015,1,5
Human Relations Commission    ,3/26/2016,1,4
Human Relations Commission    ,7/2/2016,0,3
Human Relations Commission    ,4/8/2017,0,3
Human Resources,3/29/2014,0,6
Human Resources,9/26/2015,0,4
Human Resources,1/28/2017,1,3
Human Resources,7/1/2017,0,5
Human Resources,5/4/2019,2,3
Kentuckiana Works Foundation,12/21/2013,0,2
Kentuckiana Works Foundation,1/3/2015,0,2
Kentuckiana Works Foundation,11/21/2015,0,1
Kentuckiana Works Foundation,2/13/2016,0,1
Kentuckiana Works Foundation,2/10/2018,0,1
Kentuckiana Works Foundation,11/17/2018,0,2
Library,3/29/2014,14,72
Library,9/10/2016,12,59
Library,1/28/2017,6,53
Library,4/22/2017,6,54
Library,5/20/2017,5,53
Library,10/21/2017,2,52
Library,12/2/2017,4,52
Library,12/29/2018,10,48
Library,3/23/2019,7,46
Louisville Metro Council      ,10/12/2013,2,14
Louisville Metro Council      ,4/11/2015,2,15
Louisville Metro Council      ,11/7/2015,2,15
Louisville Metro Council      ,1/2/2016,3,14
Louisville Metro Council      ,6/30/2018,1,9
Louisville Metro EMS,9/10/2016,0,5
Louisville Metro EMS,4/22/2017,1,4
Louisville Metro EMS,5/19/2018,0,4
Louisville Metro EMS,7/28/2018,0,4
Louisville Metro EMS,11/3/2018,0,4
Mayor's Office                ,5/9/2015,0,4
Mayor's Office                ,9/26/2015,1,6
Mayor's Office                ,6/16/2018,1,5
Metro Animal Services         ,12/20/2014,0,1
Metro Animal Services         ,5/6/2017,0,1
Metro Animal Services         ,12/2/2017,0,1
Metro Animal Services         ,12/29/2018,0,1
Metro Animal Services         ,3/23/2019,0,1
Metro Parks & Recreation,3/29/2014,20,76
Metro Parks & Recreation,9/10/2016,16,60
Metro Parks & Recreation,1/28/2017,12,53
Metro Parks & Recreation,4/22/2017,11,54
Metro Parks & Recreation,10/21/2017,8,51
Metro Police,3/28/2015,19,206
Metro Police,12/3/2016,17,146
Metro Police,8/12/2017,21,145
Metro Police,6/30/2018,24,111
Metro Police,2/9/2019,19,99
OMB ,3/15/2014,7,27
OMB ,12/19/2015,4,23
OMB ,5/7/2016,6,22
OMB ,9/10/2016,6,21
OMB ,4/22/2017,7,18
OMB ,11/3/2018,7,16
Parking Authority of River Cty,9/27/2014,2,9
Parking Authority of River Cty,3/14/2015,2,9
Parking Authority of River Cty,7/18/2015,1,9
Parking Authority of River Cty,10/24/2015,1,8
Parking Authority of River Cty,5/21/2016,2,7
Parking Authority of River Cty,3/25/2017,1,5
Parking Authority of River Cty,7/13/2019,2,5
Public Health & Wellness,8/2/2014,0,2
Public Health & Wellness,2/28/2015,0,2
Public Health & Wellness,6/6/2015,0,2
Public Health & Wellness,8/15/2015,0,2
Public Health & Wellness,6/4/2016,0,3
Public Health & Wellness,11/18/2017,1,3
Public Health & Wellness,3/24/2018,1,3
Public Health & Wellness,9/8/2018,1,4
PW&A ,8/16/2014,32,87
PW&A ,5/19/2018,19,53
PW&A ,6/29/2019,16,46
Waterfront Development Corp,6/21/2014,1,6
Waterfront Development Corp,11/8/2014,3,6
Waterfront Development Corp,2/11/2017,2,6
Waterfront Development Corp,3/24/2018,2,4
Waterfront Development Corp,4/7/2018,2,4
Youth Detention Services      ,7/19/2014,1,6
Youth Detention Services      ,5/20/2017,3,4
Youth Detention Services      ,2/24/2018,2,3
Zoo,2/27/2016,6,37
Zoo,7/29/2017,4,36
Zoo,1/26/2019,9,29
PW&A ,8/31/2013,26,94
PW&A ,3/1/2014,26,89
PW&A ,6/7/2014,27,88
PW&A ,5/5/2018,17,54
PW&A ,5/4/2019,15,47
Waterfront Development Corp,8/2/2014,1,6
Waterfront Development Corp,7/18/2015,2,6
Waterfront Development Corp,8/15/2015,2,6
Waterfront Development Corp,10/8/2016,1,6
Waterfront Development Corp,11/18/2017,3,6
Youth Detention Services      ,10/11/2014,1,6
Youth Detention Services      ,4/9/2016,0,3
Youth Detention Services      ,7/16/2016,0,4
Youth Detention Services      ,7/15/2017,2,3
Youth Detention Services      ,10/20/2018,2,2
Youth Detention Services      ,4/20/2019,0,2
Zoo,11/8/2014,5,43
Zoo,2/11/2017,3,37
Zoo,4/7/2018,6,34
Belle of Louisville           ,4/22/2017,0,1
Civic Innovation & Technology,1/17/2015,4,9
Codes & Regulations,11/9/2013,3,25
Codes & Regulations,9/12/2015,6,22
Codes & Regulations,1/16/2016,6,23
Codes & Regulations,6/18/2016,6,22
Codes & Regulations,10/21/2017,5,24
Codes & Regulations,1/27/2018,6,21
Codes & Regulations,3/10/2018,8,21
Community Services,9/12/2015,2,10
Community Services,1/16/2016,2,9
Community Services,6/18/2016,1,8
Community Services,1/12/2019,2,10
Coroner                       ,1/17/2015,0,5
Coroner                       ,2/13/2016,0,3
Coroner                       ,2/23/2019,0,7
Corrections                   ,12/7/2013,0,1
Corrections                   ,6/20/2015,0,1
Corrections                   ,7/18/2015,0,1
Corrections                   ,1/16/2016,0,1
Corrections                   ,9/24/2016,0,1
Corrections                   ,11/18/2017,0,1
County Attorney               ,8/30/2014,0,7
County Attorney               ,10/11/2014,0,6
County Attorney               ,1/3/2015,0,6
County Attorney               ,3/12/2016,0,4
County Attorney               ,11/19/2016,0,3
County Attorney               ,4/21/2018,0,3
County Attorney               ,4/20/2019,0,4
Develop Louisville,11/7/2015,3,12
Develop Louisville,11/5/2016,2,11
Develop Louisville,5/6/2017,2,9
Develop Louisville,12/2/2017,1,6
Economic Development ,3/1/2014,2,5
Economic Development ,11/22/2014,1,4
Economic Development ,2/25/2017,0,2
Economic Development ,3/25/2017,0,2
Economic Development ,7/13/2019,0,1
Emergency Mgt Agency/MetroSafe,9/13/2014,4,22
Emergency Mgt Agency/MetroSafe,1/14/2017,4,18
Emergency Mgt Agency/MetroSafe,1/13/2018,1,15
Emergency Mgt Agency/MetroSafe,10/6/2018,2,13
Fire & Rescue                 ,12/7/2013,27,159
Fire & Rescue                 ,5/10/2014,20,156
Fire & Rescue                 ,4/25/2015,23,139
Fire & Rescue                 ,9/24/2016,16,95
Fleet & Facilities,5/23/2015,8,29
Fleet & Facilities,10/10/2015,10,28
Fleet & Facilities,2/27/2016,12,28
Fleet & Facilities,4/23/2016,12,29
Fleet & Facilities,1/14/2017,12,28
Fleet & Facilities,1/12/2019,5,21
Human Relations Commission    ,11/9/2013,0,4
Human Relations Commission    ,11/23/2013,0,4
Human Relations Commission    ,2/15/2014,1,4
Human Relations Commission    ,7/5/2014,2,5
Human Relations Commission    ,1/31/2015,0,5
Human Relations Commission    ,1/16/2016,1,4
Human Relations Commission    ,6/18/2016,0,3
Human Relations Commission    ,10/6/2018,0,3
Human Relations Commission    ,1/26/2019,0,3
Human Resources,2/15/2014,1,6
Human Resources,9/13/2014,1,5
Human Resources,10/22/2016,1,2
Human Resources,1/14/2017,1,3
Human Resources,1/13/2018,0,4
Human Resources,5/18/2019,1,4
Kentuckiana Works Foundation,1/4/2014,0,2
Kentuckiana Works Foundation,11/22/2014,0,2
Kentuckiana Works Foundation,11/5/2016,0,1
Kentuckiana Works Foundation,12/3/2016,0,1
Kentuckiana Works Foundation,8/26/2017,0,1
Kentuckiana Works Foundation,8/11/2018,0,1
Kentuckiana Works Foundation,7/13/2019,0,2
Library,2/15/2014,12,72
Library,6/21/2014,14,72
Library,1/31/2015,12,67
Library,1/26/2019,8,48
Library,2/23/2019,6,47
Louisville Metro Council      ,9/14/2013,3,15
Louisville Metro Council      ,2/15/2014,2,14
Louisville Metro Council      ,9/13/2014,2,13
Louisville Metro Council      ,5/9/2015,2,15
Louisville Metro Council      ,4/23/2016,3,14
Louisville Metro Council      ,10/22/2016,2,14
Louisville Metro Council      ,9/23/2017,1,12
Louisville Metro Council      ,1/13/2018,1,10
Louisville Metro Council      ,12/1/2018,1,9
Louisville Metro EMS,12/7/2013,0,6
Louisville Metro EMS,9/12/2015,0,5
Louisville Metro EMS,1/16/2016,0,5
Louisville Metro EMS,6/3/2017,1,4
Louisville Metro EMS,1/12/2019,0,4
Louisville Metro EMS,7/27/2019,0,4
Mayor's Office                ,1/30/2016,0,6
Mayor's Office                ,5/6/2017,0,6
Metro Animal Services         ,5/9/2015,0,1
Metro Parks & Recreation,9/28/2013,21,82
Metro Parks & Recreation,6/21/2014,19,80
Metro Parks & Recreation,10/22/2016,12,55
Metro Parks & Recreation,6/29/2019,4,37
Metro Police,5/9/2015,20,201
Metro Police,2/13/2016,19,174
OMB ,11/8/2014,6,24
OMB ,3/14/2015,7,23
OMB ,9/12/2015,5,23
OMB ,5/21/2016,6,22
OMB ,6/3/2017,5,18
OMB ,6/17/2017,5,18
OMB ,10/6/2018,7,16
OMB ,6/1/2019,8,15
OMB ,7/27/2019,7,15
Parking Authority of River Cty,7/19/2014,1,9
Parking Authority of River Cty,5/7/2016,2,7
Parking Authority of River Cty,2/24/2018,0,4
Public Health & Wellness,4/26/2014,0,2
Public Health & Wellness,5/10/2014,0,2
Public Health & Wellness,3/10/2018,1,4
Public Health & Wellness,7/14/2018,1,3
Public Health & Wellness,11/3/2018,1,3
PW&A ,5/24/2014,24,87
PW&A ,6/18/2016,27,72
PW&A ,1/27/2018,15,55
Waterfront Development Corp,9/26/2015,2,6
Waterfront Development Corp,4/22/2017,2,6
Waterfront Development Corp,9/23/2017,3,6
Waterfront Development Corp,3/10/2018,1,4
Waterfront Development Corp,7/14/2018,2,3
Waterfront Development Corp,12/1/2018,2,3
Youth Detention Services      ,8/16/2014,1,6
Youth Detention Services      ,11/8/2014,1,6
Youth Detention Services      ,10/24/2015,0,2
Youth Detention Services      ,5/21/2016,0,4
Youth Detention Services      ,8/13/2016,0,4
Youth Detention Services      ,2/11/2017,1,4
Zoo,7/15/2017,4,36
Zoo,11/4/2017,5,34
Zoo,8/25/2018,8,33
Belle of Louisville           ,2/1/2014,0,1
Belle of Louisville           ,7/15/2017,0,1
Belle of Louisville           ,9/9/2017,0,1
Civic Innovation & Technology,7/29/2017,1,6
Civic Innovation & Technology,12/30/2017,1,6
Civic Innovation & Technology,11/3/2018,1,5
Civic Innovation & Technology,12/15/2018,1,5
Civic Innovation & Technology,6/29/2019,1,4
Codes & Regulations,3/28/2015,5,21
Codes & Regulations,11/21/2015,6,23
Codes & Regulations,6/3/2017,8,22
Community Services,10/26/2013,5,18
Community Services,5/24/2014,2,12
Community Services,1/31/2015,2,11
Community Services,12/16/2017,2,10
Community Services,2/10/2018,2,9
Community Services,2/23/2019,2,8
Coroner                       ,8/31/2013,0,6
Coroner                       ,11/9/2013,0,5
Coroner                       ,8/25/2018,0,6
Corrections                   ,9/13/2014,0,1
Corrections                   ,11/22/2014,0,1
County Attorney               ,7/16/2016,0,4
County Attorney               ,9/24/2016,0,4
County Attorney               ,1/14/2017,0,3
County Attorney               ,5/6/2017,0,3
County Attorney               ,11/4/2017,0,3
Develop Louisville,8/31/2013,3,16
Develop Louisville,1/4/2014,6,16
Develop Louisville,4/12/2014,7,16
Develop Louisville,8/16/2014,6,15
Develop Louisville,4/25/2015,4,12
Develop Louisville,4/8/2017,2,9
Economic Development ,9/12/2015,0,2
Economic Development ,5/21/2016,0,2
Economic Development ,3/11/2017,0,2
Emergency Mgt Agency/MetroSafe,12/7/2013,5,24
Emergency Mgt Agency/MetroSafe,5/9/2015,3,22
Emergency Mgt Agency/MetroSafe,2/27/2016,4,20
Emergency Mgt Agency/MetroSafe,2/24/2018,1,13
Fire & Rescue                 ,2/13/2016,16,115
Fire & Rescue                 ,7/2/2016,16,112
Fire & Rescue                 ,7/29/2017,18,88
Fire & Rescue                 ,12/30/2017,15,74
Fire & Rescue                 ,12/15/2018,4,57
Fleet & Facilities,7/4/2015,10,28
Fleet & Facilities,7/2/2016,10,29
Fleet & Facilities,7/30/2016,12,29
Fleet & Facilities,12/30/2017,6,23
Fleet & Facilities,11/3/2018,5,21
Fleet & Facilities,12/15/2018,5,21
Human Relations Commission    ,4/9/2016,1,4
Human Relations Commission    ,5/7/2016,0,3
Human Relations Commission    ,1/14/2017,0,3
Human Relations Commission    ,7/15/2017,0,3
Human Relations Commission    ,11/4/2017,0,3
Human Relations Commission    ,7/27/2019,0,3
Human Resources,7/5/2014,2,6
Human Resources,7/18/2015,0,4
Human Resources,11/7/2015,0,4
Human Resources,12/1/2018,2,3
Human Resources,2/9/2019,1,3
Kentuckiana Works Foundation,4/26/2014,0,2
Kentuckiana Works Foundation,8/2/2014,0,2
Kentuckiana Works Foundation,7/18/2015,0,2
Kentuckiana Works Foundation,8/1/2015,0,2
Kentuckiana Works Foundation,2/25/2017,0,1
Library,3/15/2014,13,72
Louisville Metro Council      ,3/14/2015,2,16
Louisville Metro Council      ,10/6/2018,1,8
Louisville Metro Council      ,2/9/2019,0,7
Louisville Metro EMS,10/7/2017,0,3
Louisville Metro EMS,12/16/2017,0,4
Mayor's Office                ,8/15/2015,0,4
Mayor's Office                ,1/2/2016,0,6
Mayor's Office                ,10/8/2016,0,6
Mayor's Office                ,10/22/2016,0,6
Mayor's Office                ,3/23/2019,2,5
Metro Animal Services         ,6/7/2014,0,1
Metro Animal Services         ,1/14/2017,0,1
Metro Parks & Recreation,11/8/2014,15,70
Metro Parks & Recreation,2/11/2017,13,53
Metro Parks & Recreation,7/29/2017,10,54
Metro Parks & Recreation,10/20/2018,7,41
Metro Parks & Recreation,3/9/2019,6,40
Metro Police,6/7/2014,15,232
Metro Police,9/24/2016,21,160
Metro Police,1/14/2017,18,146
Metro Police,11/4/2017,20,109
OMB ,7/4/2015,6,23
OMB ,1/2/2016,4,23
OMB ,10/7/2017,5,19
OMB ,11/18/2017,6,19
OMB ,4/7/2018,7,16
OMB ,3/23/2019,7,15
Parking Authority of River Cty,4/11/2015,1,9
Parking Authority of River Cty,1/28/2017,1,5
Public Health & Wellness,11/22/2014,0,2
Public Health & Wellness,3/12/2016,0,3
Public Health & Wellness,5/21/2016,0,3
Public Health & Wellness,3/11/2017,1,3
Public Health & Wellness,5/20/2017,1,3
Public Health & Wellness,9/23/2017,1,3
PW&A ,1/31/2015,17,84
PW&A ,10/24/2015,21,76
PW&A ,1/30/2016,27,73
Waterfront Development Corp,12/7/2013,1,6
Waterfront Development Corp,5/9/2015,2,6
Waterfront Development Corp,2/27/2016,1,6
Waterfront Development Corp,3/12/2016,1,6
Youth Detention Services      ,4/26/2014,1,6
Youth Detention Services      ,8/2/2014,1,6
Youth Detention Services      ,7/18/2015,0,2
Youth Detention Services      ,8/1/2015,0,2
Youth Detention Services      ,11/7/2015,0,2
Youth Detention Services      ,9/8/2018,2,2
Zoo,11/22/2014,6,41
Zoo,3/11/2017,4,37
Zoo,3/10/2018,6,35
Zoo,7/28/2018,8,33
Belle of Louisville           ,12/6/2014,0,1
Civic Innovation & Technology,8/1/2015,3,8
Civic Innovation & Technology,8/29/2015,3,8
Civic Innovation & Technology,2/25/2017,1,6
Civic Innovation & Technology,10/20/2018,1,5
Codes & Regulations,3/14/2015,6,20
Codes & Regulations,6/20/2015,6,21
Codes & Regulations,4/9/2016,5,21
Codes & Regulations,5/7/2016,5,21
Codes & Regulations,6/17/2017,7,23
Codes & Regulations,10/6/2018,9,20
Community Services,9/28/2013,4,18
Community Services,7/19/2014,2,12
Community Services,2/24/2018,3,9
Coroner                       ,1/4/2014,0,5
Coroner                       ,10/11/2014,0,5
Coroner                       ,7/4/2015,0,4
Coroner                       ,3/12/2016,0,2
Coroner                       ,9/9/2017,0,5
Corrections                   ,3/1/2014,0,1
Corrections                   ,9/12/2015,0,1
Corrections                   ,5/7/2016,0,1
Corrections                   ,3/25/2017,0,1
Corrections                   ,7/13/2019,0,2
County Attorney               ,2/1/2014,0,7
County Attorney               ,3/28/2015,0,6
County Attorney               ,2/13/2016,0,4
County Attorney               ,11/18/2017,0,3
Develop Louisville,10/11/2014,4,14
Develop Louisville,6/15/2019,2,5
Economic Development ,12/7/2013,2,6
Economic Development ,6/20/2015,0,3
Economic Development ,8/15/2015,0,2
Economic Development ,3/12/2016,0,2
Economic Development ,10/8/2016,0,2
Emergency Mgt Agency/MetroSafe,2/15/2014,4,24
Emergency Mgt Agency/MetroSafe,4/11/2015,3,22
Emergency Mgt Agency/MetroSafe,9/26/2015,5,21
Emergency Mgt Agency/MetroSafe,3/26/2016,4,20
Emergency Mgt Agency/MetroSafe,1/28/2017,4,18
Emergency Mgt Agency/MetroSafe,3/10/2018,1,13
Fire & Rescue                 ,3/1/2014,22,157
Fire & Rescue                 ,1/17/2015,19,142
Fire & Rescue                 ,7/18/2015,21,137
Fire & Rescue                 ,3/25/2017,21,89
Fire & Rescue                 ,8/12/2017,17,85
Fire & Rescue                 ,7/13/2019,6,58
Fleet & Facilities,6/7/2014,9,29
Fleet & Facilities,1/2/2016,11,28
Fleet & Facilities,10/22/2016,13,29
Human Relations Commission    ,1/18/2014,2,4
Human Relations Commission    ,9/13/2014,1,5
Human Relations Commission    ,9/12/2015,0,5
Human Relations Commission    ,12/1/2018,0,3
Human Relations Commission    ,5/4/2019,0,3
Human Resources,6/7/2014,1,6
Human Resources,7/2/2016,1,2
Human Resources,5/19/2018,1,3
Human Resources,8/25/2018,2,4
Kentuckiana Works Foundation,1/30/2016,0,1
Library,10/6/2018,10,48
Louisville Metro Council      ,7/5/2014,2,13
Louisville Metro Council      ,7/15/2017,2,12
Louisville Metro Council      ,8/25/2018,1,8
Louisville Metro EMS,7/19/2014,0,6
Louisville Metro EMS,10/21/2017,0,3
Louisville Metro EMS,2/24/2018,0,4
Mayor's Office                ,10/11/2014,0,5
Mayor's Office                ,11/22/2014,0,5
Mayor's Office                ,5/23/2015,0,4
Mayor's Office                ,11/7/2015,1,6
Mayor's Office                ,8/26/2017,0,6
Mayor's Office                ,8/11/2018,1,5
Mayor's Office                ,2/9/2019,2,5
Metro Animal Services         ,11/21/2015,0,1
Metro Animal Services         ,11/19/2016,0,1
Metro Animal Services         ,11/4/2017,0,1
Metro Parks & Recreation,10/10/2015,20,65
Metro Parks & Recreation,6/18/2016,15,61
Metro Parks & Recreation,8/13/2016,15,59
Metro Parks & Recreation,12/31/2016,13,54
Metro Parks & Recreation,9/23/2017,8,50
Metro Police,1/3/2015,17,212
Metro Police,11/21/2015,25,182
Metro Police,11/19/2016,16,147
Metro Police,4/20/2019,13,97
OMB ,11/9/2013,11,28
OMB ,10/21/2017,4,19
OMB ,3/10/2018,5,15
OMB ,7/28/2018,7,16
Parking Authority of River Cty,12/7/2013,2,9
Parking Authority of River Cty,9/12/2015,1,8
Parking Authority of River Cty,1/16/2016,1,7
Parking Authority of River Cty,1/27/2018,0,4
Parking Authority of River Cty,3/24/2018,0,4
Public Health & Wellness,8/29/2015,0,2
Public Health & Wellness,10/24/2015,0,2
Public Health & Wellness,3/9/2019,1,4
PW&A ,9/28/2013,23,92
PW&A ,3/15/2014,25,89
PW&A ,9/27/2014,30,85
PW&A ,9/10/2016,21,70
PW&A ,12/31/2016,20,68
Waterfront Development Corp,11/9/2013,1,6
Waterfront Development Corp,10/24/2015,1,6
Waterfront Development Corp,5/21/2016,1,6
Waterfront Development Corp,5/20/2017,2,6
Waterfront Development Corp,3/9/2019,2,3
Youth Detention Services      ,6/7/2014,1,6
Youth Detention Services      ,7/2/2016,0,4
Youth Detention Services      ,12/30/2017,1,2
Youth Detention Services      ,5/19/2018,1,2
Youth Detention Services      ,7/14/2018,1,2
Youth Detention Services      ,1/12/2019,1,2
Youth Detention Services      ,4/6/2019,0,2
Zoo,3/29/2014,7,45
Zoo,5/9/2015,7,42
Zoo,1/2/2016,11,39
Zoo,4/23/2016,7,38
Zoo,7/1/2017,4,36
Zoo,6/30/2018,6,34
Zoo,3/23/2019,9,31
Belle of Louisville           ,10/11/2014,0,2
Belle of Louisville           ,5/7/2016,0,1
Belle of Louisville           ,8/26/2017,0,1
Belle of Louisville           ,11/4/2017,0,1
Belle of Louisville           ,8/11/2018,0,1
Civic Innovation & Technology,9/24/2016,3,7
Civic Innovation & Technology,1/14/2017,1,6
Codes & Regulations,5/10/2014,4,22
Community Services,3/14/2015,2,11
Community Services,7/4/2015,2,11
Community Services,10/24/2015,2,10
Community Services,10/22/2016,2,8
Coroner                       ,11/23/2013,0,5
Coroner                       ,12/7/2013,0,5
Coroner                       ,2/1/2014,0,5
Coroner                       ,12/19/2015,0,3
Coroner                       ,2/24/2018,0,6
Coroner                       ,1/26/2019,0,7
Corrections                   ,1/4/2014,0,1
Corrections                   ,6/21/2014,0,1
Corrections                   ,6/17/2017,0,1
Corrections                   ,3/24/2018,0,1
Corrections                   ,6/1/2019,0,2
County Attorney               ,3/15/2014,0,7
County Attorney               ,10/20/2018,0,4
County Attorney               ,11/3/2018,0,4
County Attorney               ,12/15/2018,0,4
Develop Louisville,6/21/2014,6,16
Develop Louisville,11/22/2014,5,13
Develop Louisville,12/20/2014,5,12
Develop Louisville,3/12/2016,3,11
Develop Louisville,3/26/2016,3,11
Develop Louisville,3/11/2017,1,9
Develop Louisville,7/1/2017,2,8
Develop Louisville,4/21/2018,4,7
Develop Louisville,7/28/2018,4,6
Economic Development ,1/4/2014,2,6
Economic Development ,6/21/2014,2,5
Economic Development ,12/31/2016,0,2
Economic Development ,3/24/2018,0,1
Economic Development ,6/15/2019,0,1
Emergency Mgt Agency/MetroSafe,11/9/2013,4,24
Emergency Mgt Agency/MetroSafe,11/23/2013,5,24
Emergency Mgt Agency/MetroSafe,5/23/2015,3,22
Emergency Mgt Agency/MetroSafe,12/30/2017,1,15
Fire & Rescue                 ,9/28/2013,24,160
Fire & Rescue                 ,10/25/2014,20,145
Fire & Rescue                 ,8/29/2015,17,120
Fire & Rescue                 ,6/18/2016,15,112
Fire & Rescue                 ,1/14/2017,14,91
Fleet & Facilities,9/28/2013,5,30
Fleet & Facilities,6/18/2016,11,29
Fleet & Facilities,1/13/2018,7,23
Human Relations Commission    ,2/13/2016,1,4
Human Relations Commission    ,7/29/2017,0,3
Human Relations Commission    ,3/9/2019,0,3
Human Resources,9/14/2013,0,7
Human Resources,2/10/2018,1,4
Human Resources,7/14/2018,1,3
Kentuckiana Works Foundation,11/18/2017,0,1
Kentuckiana Works Foundation,12/16/2017,0,1
Library,11/8/2014,10,69
Library,9/24/2016,12,59
Library,7/29/2017,6,55
Library,3/9/2019,7,47
Louisville Metro Council      ,10/26/2013,2,14
Louisville Metro Council      ,4/26/2014,3,14
Louisville Metro Council      ,1/17/2015,2,15
Louisville Metro Council      ,2/10/2018,1,10
Louisville Metro Council      ,7/14/2018,1,8
Louisville Metro EMS,9/28/2013,0,7
Louisville Metro EMS,3/14/2015,0,5
Louisville Metro EMS,7/4/2015,0,5
Louisville Metro EMS,8/29/2015,0,5
Louisville Metro EMS,6/18/2016,0,5
Louisville Metro EMS,10/22/2016,0,5
Mayor's Office                ,1/31/2015,0,4
Mayor's Office                ,2/23/2019,2,5
Metro Animal Services         ,12/21/2013,0,1
Metro Animal Services         ,3/15/2014,0,1
Metro Animal Services         ,12/17/2016,0,1
Metro Animal Services         ,10/6/2018,0,1
Metro Animal Services         ,11/17/2018,0,1
Metro Parks & Recreation,3/1/2014,20,78
Metro Parks & Recreation,10/25/2014,15,71
Metro Parks & Recreation,1/16/2016,20,65
Metro Parks & Recreation,1/14/2017,10,53
Metro Parks & Recreation,3/25/2017,10,54
Metro Parks & Recreation,5/6/2017,10,54
Metro Parks & Recreation,7/13/2019,5,36
Metro Police,3/15/2014,13,237
Metro Police,12/17/2016,19,146
Metro Police,7/29/2017,22,145
Metro Police,12/30/2017,24,113
Metro Police,10/6/2018,20,107
Metro Police,11/17/2018,21,102
OMB ,1/31/2015,7,23
OMB ,7/18/2015,6,23
OMB ,10/24/2015,5,23
OMB ,1/30/2016,4,23
OMB ,10/22/2016,5,19
Parking Authority of River Cty,3/29/2014,2,9
Parking Authority of River Cty,8/1/2015,1,9
Parking Authority of River Cty,10/10/2015,1,8
Parking Authority of River Cty,4/9/2016,1,7
Parking Authority of River Cty,9/10/2016,1,7
Public Health & Wellness,9/13/2014,0,2
Public Health & Wellness,9/12/2015,0,2
Public Health & Wellness,3/26/2016,0,3
Public Health & Wellness,11/17/2018,1,4
PW&A ,11/9/2013,28,92
PW&A ,10/7/2017,14,57
PW&A ,2/10/2018,17,55
Waterfront Development Corp,9/13/2014,1,6
Waterfront Development Corp,10/11/2014,1,6
Waterfront Development Corp,3/26/2016,1,6
Waterfront Development Corp,11/5/2016,2,6
Waterfront Development Corp,1/13/2018,2,5
Youth Detention Services      ,9/14/2013,0,6
Youth Detention Services      ,2/15/2014,1,6
Youth Detention Services      ,9/27/2014,1,6
Youth Detention Services      ,3/14/2015,0,3
Youth Detention Services      ,7/4/2015,0,2
Youth Detention Services      ,10/22/2016,0,4
Youth Detention Services      ,11/18/2017,1,2
Zoo,12/21/2013,6,45
Zoo,4/12/2014,6,45
Zoo,7/19/2014,6,44
Zoo,4/8/2017,5,35
Zoo,11/17/2018,7,32
Belle of Louisville           ,7/29/2017,0,1
Civic Innovation & Technology,12/7/2013,4,9
Civic Innovation & Technology,12/17/2016,1,6
Codes & Regulations,3/29/2014,5,22
Codes & Regulations,5/24/2014,3,21
Codes & Regulations,1/31/2015,5,20
Codes & Regulations,4/23/2016,5,22
Codes & Regulations,8/13/2016,6,22
Codes & Regulations,9/10/2016,6,22
Community Services,6/3/2017,1,9
Community Services,1/27/2018,2,9
Coroner                       ,2/27/2016,0,2
Coroner                       ,3/25/2017,0,4
Coroner                       ,7/29/2017,0,6
Coroner                       ,7/13/2019,0,7
Corrections                   ,3/14/2015,0,1
Corrections                   ,4/25/2015,0,1
Corrections                   ,4/8/2017,0,1
Corrections                   ,7/1/2017,0,1
Corrections                   ,10/6/2018,1,2
County Attorney               ,11/8/2014,0,6
County Attorney               ,6/18/2016,0,4
County Attorney               ,2/24/2018,0,3
County Attorney               ,8/11/2018,0,4
County Attorney               ,3/9/2019,0,4
Develop Louisville,3/1/2014,6,16
Develop Louisville,5/21/2016,2,11
Economic Development ,8/16/2014,1,4
Economic Development ,8/27/2016,0,2
Economic Development ,5/18/2019,0,1
Emergency Mgt Agency/MetroSafe,12/19/2015,3,19
Emergency Mgt Agency/MetroSafe,7/16/2016,3,20
Emergency Mgt Agency/MetroSafe,7/30/2016,3,20
Emergency Mgt Agency/MetroSafe,9/24/2016,3,19
Emergency Mgt Agency/MetroSafe,7/15/2017,3,17
Emergency Mgt Agency/MetroSafe,1/12/2019,2,12
Emergency Mgt Agency/MetroSafe,4/6/2019,2,12
Emergency Mgt Agency/MetroSafe,7/27/2019,2,12
Fire & Rescue                 ,11/9/2013,27,159
Fire & Rescue                 ,3/15/2014,21,157
Fire & Rescue                 ,2/14/2015,21,142
Fire & Rescue                 ,8/25/2018,10,68
