MONTH_END_DATE,DEPT,REG_TEMP,AGE_GROUP_AT_DEPARTURE,ETHNIC_GROUP,GENDER,YEARS_IN_METRO,REASON,LEAVE_TYPE,EMP_LEFT,DEPT_EMP_LEFT,REG_TEMP_DEPT_TOTAL_EMP,DEPT_TOTAL_EMP,METRO_EMP_LEFT,REG_TEMP_METRO_TOTAL_EMP,METRO_TOTAL_EMP,MONTH,YEAR
5/31/2016,Zoo,T,20 to 29 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,5,3,27,77,9,405,May,2016
6/30/2016,Economic Development ,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,1,2,2,84,395,404,June,2016
7/31/2016,Community Services,R,45 to 59 years,BLACK,F,10 to 14.9 years,Early Retirement              ,Retired,1,2,3,3,176,397,407,July,2016
7/31/2016,Metro Parks & Recreation,T,Under 20,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,65,3,38,176,10,407,July,2016
7/31/2016,PW&A ,R,45 to 59 years,WHITE,M,10 to 14.9 years,Normal Retirement             ,Retired,1,2,40,40,176,397,407,July,2016
8/31/2016,Fire & Rescue,R,45 to 59 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,2,55,55,175,377,385,August,2016
8/31/2016,Library,R,30 to 44 years,WHITE,F,10 to 14.9 years,Resignation                   ,Voluntary,1,6,28,30,175,377,385,August,2016
8/31/2016,Metro Parks & Recreation,R,60 to 74 years,BLACK,M,10 to 14.9 years,Normal Retirement             ,Retired,1,74,35,37,175,377,385,August,2016
8/31/2016,Metro Police,R,20 to 29 years,WHITE,M,5 to 9.9 years,Normal Retirement             ,Retired,1,10,76,76,175,377,385,August,2016
8/31/2016,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,5,175,377,385,August,2016
8/31/2016,Zoo,T,Under 20,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,3,19,3,26,175,8,385,August,2016
10/31/2016,Belle of Louisville           ,NULL,20 to 29 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,22,NULL,NULL,NULL,NULL,NULL,October,2016
10/31/2016,Library,T,60 to 74 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,4,2,29,176,7,375,October,2016
10/31/2016,Metro Parks & Recreation,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,Job Abandonmnt - DO NOT REHIRE,Voluntary,1,33,NULL,NULL,NULL,NULL,NULL,October,2016
11/30/2016,County Attorney               ,R,45 to 59 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,2,2,128,364,374,November,2016
11/30/2016,Kentuckiana Works Foundation,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,128,364,374,November,2016
11/30/2016,PW&A ,R,30 to 44 years,BLACK,M,1 to 4.9 years,Resignation                   ,Voluntary,1,6,38,38,128,364,374,November,2016
11/30/2016,Zoo,T,Under 20,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,2,48,5,27,128,10,374,November,2016
12/31/2016,Fleet & Facilities,R,60 to 74 years,WHITE,M,10 to 14.9 years,Normal Retirement             ,Retired,1,4,18,18,96,363,371,December,2016
12/31/2016,Metro Parks & Recreation,T,45 to 59 years,BLACK,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,21,1,33,96,8,371,December,2016
12/31/2016,Zoo,T,20 to 29 years,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,8,4,26,96,8,371,December,2016
2/28/2017,Coroner                       ,R,60 to 74 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,1,2,2,70,354,360,February,2017
2/28/2017,PW&A ,R,45 to 59 years,BLACK,M,Over 20,Normal Retirement             ,Retired,2,4,38,38,70,354,360,February,2017
3/31/2017,Louisville Metro EMS,R,Under 20,UNKNOWN,M,Under 1 year,Resigned during Probation,Voluntary,1,13,4,4,83,359,364,March,2017
3/31/2017,Metro Animal Services         ,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,1,1,1,83,359,364,March,2017
3/31/2017,Youth Detention Services      ,R,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,2,2,2,83,359,364,March,2017
4/30/2017,Community Services,NULL,20 to 29 years,UNKNOWN,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,2,12,NULL,NULL,NULL,NULL,NULL,April,2017
5/31/2017,Community Services,R,30 to 44 years,WHITE,F,10 to 14.9 years,Resignation                   ,Voluntary,1,3,3,3,75,358,364,May,2017
5/31/2017,Library,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,26,75,6,364,May,2017
5/31/2017,Metro Parks & Recreation,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,14,31,32,75,358,364,May,2017
5/31/2017,Metro Parks & Recreation,R,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,14,31,32,75,358,364,May,2017
9/30/2015,Metro Parks & Recreation,T,60 to 74 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,3,21,4,44,81,10,437,September,2015
9/30/2015,Waterfront Development Corp,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,5,81,10,437,September,2015
9/30/2015,Zoo,T,60 to 74 years,WHITE,M,10 to 14.9 years,End Seasonal Employment,Temp/Seasonal,1,14,4,29,81,10,437,September,2015
10/31/2015,Corrections                   ,NULL,30 to 44 years,WHITE,M,10 to 14.9 years,Resignation                   ,Voluntary,1,4,NULL,NULL,NULL,NULL,NULL,October,2015
10/31/2015,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,5,200,422,429,October,2015
10/31/2015,Youth Detention Services      ,R,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,2,1,1,200,422,429,October,2015
11/30/2015,Develop Louisville,R,60 to 74 years,WHITE,F,15 to 19.9 years,Normal Retirement             ,Retired,1,2,8,8,119,416,422,November,2015
11/30/2015,Metro Parks & Recreation,T,20 to 29 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,23,1,40,119,6,422,November,2015
11/30/2015,Zoo,T,20 to 29 years,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,2,40,3,28,119,6,422,November,2015
12/31/2015,Metro Parks & Recreation,R,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,18,38,40,89,409,415,December,2015
12/31/2015,Metro Parks & Recreation,T,60 to 74 years,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,18,2,40,89,6,415,December,2015
12/31/2015,Youth Detention Services      ,R,20 to 29 years,BLACK,M,1 to 4.9 years,Resignation                   ,Voluntary,1,6,1,1,89,409,415,December,2015
12/31/2015,Zoo,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,18,25,27,89,409,415,December,2015
1/31/2016,Civic Innovation & Technology,R,45 to 59 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,3,7,7,61,404,410,January,2016
1/31/2016,Human Resources,R,45 to 59 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,3,3,61,404,410,January,2016
1/31/2016,Metro Parks & Recreation,T,30 to 44 years,UNKNOWN,M,Under 1 year,No Show - DO NOT REHIRE,Other,1,10,2,40,61,6,410,January,2016
1/31/2016,Public Health & Wellness,R,45 to 59 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,3,1,1,61,404,410,January,2016
2/29/2016,Louisville Metro Council      ,R,60 to 74 years,WHITE,M,10 to 14.9 years,End Temporary Employment      ,Temp/Seasonal,1,2,11,11,61,400,405,February,2016
2/29/2016,Metro Police,R,60 to 74 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,12,80,80,61,400,405,February,2016
2/29/2016,Youth Detention Services      ,R,30 to 44 years,BLACK,M,1 to 4.9 years,Job Abandonmnt - DO NOT REHIRE,Voluntary,1,5,2,2,61,400,405,February,2016
2/29/2016,Youth Detention Services      ,R,60 to 74 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,5,2,2,61,400,405,February,2016
3/31/2016,Metro Parks & Recreation,R,45 to 59 years,WHITE,F,5 to 9.9 years,Resignation                   ,Voluntary,1,11,36,36,68,400,404,March,2016
3/31/2016,Metro Police,R,45 to 59 years,WHITE,M,10 to 14.9 years,Normal Retirement             ,Retired,1,8,79,79,68,400,404,March,2016
4/30/2016,Metro Animal Services         ,NULL,45 to 59 years,HISPA,F,1 to 4.9 years,Resignation                   ,Voluntary,1,3,NULL,NULL,NULL,NULL,NULL,April,2016
5/31/2016,Community Services,NULL,45 to 59 years,BLACK,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,4,NULL,NULL,NULL,NULL,NULL,May,2016
6/30/2016,Zoo,T,Under 20,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,7,3,27,84,9,404,June,2016
7/31/2016,Codes & Regulations,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,15,15,176,397,407,July,2016
7/31/2016,Develop Louisville,R,30 to 44 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,6,8,8,176,397,407,July,2016
7/31/2016,Fire & Rescue,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,9,14,68,68,176,397,407,July,2016
7/31/2016,Mayor's Office                ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6,6,176,397,407,July,2016
7/31/2016,Metro Animal Services         ,R,45 to 59 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,3,1,1,176,397,407,July,2016
7/31/2016,Metro Parks & Recreation,R,60 to 74 years,WHITE,F,15 to 19.9 years,Normal Retirement             ,Retired,1,65,35,38,176,397,407,July,2016
7/31/2016,Metro Parks & Recreation,T,20 to 29 years,WHITE,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,2,65,3,38,176,10,407,July,2016
7/31/2016,Metro Parks & Recreation,T,45 to 59 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,65,3,38,176,10,407,July,2016
7/31/2016,Metro Police,R,45 to 59 years,BLACK,M,Over 20,Normal Retirement             ,Retired,1,17,79,79,176,397,407,July,2016
8/31/2016,Emergency Mgt Agency/MetroSafe,R,60 to 74 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,6,14,14,175,377,385,August,2016
10/31/2014,Zoo,R,30 to 44 years,WHITE,M,5 to 9.9 years,Dismissed - Elig for Rehire,Involuntary,1,137,27,30,225,490,498,October,2014
10/31/2014,Zoo,T,20 to 29 years,BLACK,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,137,3,30,225,8,498,October,2014
10/31/2014,Zoo,T,20 to 29 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,3,137,3,30,225,8,498,October,2014
10/31/2014,Zoo,T,45 to 59 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,137,3,30,225,8,498,October,2014
10/31/2014,Zoo,T,60 to 74 years,BLACK,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,137,3,30,225,8,498,October,2014
10/31/2014,Zoo,T,Under 20,BLACK,F,Under 1 year,Job Abandonmnt - DO NOT REHIRE,Voluntary,1,137,3,30,225,8,498,October,2014
11/30/2014,Corrections                   ,NULL,30 to 44 years,WHITE,F,15 to 19.9 years,Unable To Accommodate,Involuntary,1,5,NULL,NULL,NULL,NULL,NULL,November,2014
11/30/2014,Human Relations Commission    ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,4,94,484,490,November,2014
11/30/2014,Louisville Metro EMS,R,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,4,4,4,94,484,490,November,2014
11/30/2014,Metro Parks & Recreation,T,45 to 59 years,BLACK,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,22,1,45,94,6,490,November,2014
11/30/2014,Youth Detention Services      ,R,30 to 44 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,4,3,3,94,484,490,November,2014
12/31/2014,Develop Louisville,R,60 to 74 years,WHITE,M,10 to 14.9 years,Death                         ,Other,1,5,9,9,92,481,486,December,2014
12/31/2014,Library,R,30 to 44 years,WHITE,F,15 to 19.9 years,Resignation                   ,Voluntary,1,5,37,39,92,481,486,December,2014
12/31/2014,Louisville Metro Council      ,R,45 to 59 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,3,10,10,92,481,486,December,2014
12/31/2014,Metro Parks & Recreation,NULL,60 to 74 years,WHITE,M,10 to 14.9 years,End Seasonal Employment,Temp/Seasonal,1,16,NULL,NULL,NULL,NULL,NULL,December,2014
12/31/2014,Metro Police,R,30 to 44 years,WHITE,M,15 to 19.9 years,Resignation                   ,Voluntary,1,10,98,98,92,481,486,December,2014
12/31/2014,Metro Police,R,45 to 59 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,10,98,98,92,481,486,December,2014
12/31/2014,PW&A ,R,20 to 29 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,1,6,53,53,92,481,486,December,2014
12/31/2014,PW&A ,R,45 to 59 years,WHITE,M,Over 20,Dismissed - DO NOT REHIRE,Involuntary,1,6,53,53,92,481,486,December,2014
1/31/2015,Codes & Regulations,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11,11,75,474,480,January,2015
1/31/2015,Metro Parks & Recreation,NULL,45 to 59 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,13,NULL,NULL,NULL,NULL,NULL,January,2015
1/31/2015,Metro Parks & Recreation,NULL,Under 20,BLACK,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,2,13,NULL,NULL,NULL,NULL,NULL,January,2015
1/31/2015,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,5,75,474,480,January,2015
1/31/2015,Zoo,R,20 to 29 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,3,25,27,75,474,480,January,2015
2/28/2015,Metro Parks & Recreation,NULL,30 to 44 years,WHITE,F,10 to 14.9 years,End Seasonal Employment,Temp/Seasonal,1,7,NULL,NULL,NULL,NULL,NULL,February,2015
3/31/2015,Human Relations Commission    ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,4,67,469,477,March,2015
4/30/2015,Fleet & Facilities,R,30 to 44 years,WHITE,M,5 to 9.9 years,Dismissed - Elig for Rehire,Involuntary,2,3,19,19,76,465,475,April,2015
5/31/2015,Corrections                   ,NULL,30 to 44 years,WHITE,M,10 to 14.9 years,Dismissed - DO NOT REHIRE,Involuntary,1,4,NULL,NULL,NULL,NULL,NULL,May,2015
5/31/2015,Fire & Rescue,R,30 to 44 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,1,86,86,71,463,474,May,2015
5/31/2015,Metro Parks & Recreation,T,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,14,3,44,71,11,474,May,2015
6/30/2015,Commonwealth Attorney         ,NULL,30 to 44 years,WHITE,F,10 to 14.9 years,Resignation                   ,Voluntary,1,1,NULL,NULL,NULL,NULL,NULL,June,2015
6/30/2015,Community Services,NULL,30 to 44 years,BLACK,F,1 to 4.9 years,End Temporary Employment      ,Temp/Seasonal,1,5,NULL,NULL,NULL,NULL,NULL,June,2015
6/30/2015,Zoo,T,20 to 29 years,BLACK,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,11,4,29,93,11,469,June,2015
7/31/2015,Corrections                   ,NULL,45 to 59 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,6,NULL,NULL,NULL,NULL,NULL,July,2015
7/31/2015,Develop Louisville,R,45 to 59 years,WHITE,F,10 to 14.9 years,Resignation                   ,Voluntary,1,3,8,8,209,453,463,July,2015
7/31/2015,Metro Police,R,45 to 59 years,BLACK,M,10 to 14.9 years,Normal Retirement             ,Retired,1,25,91,91,209,453,463,July,2015
7/31/2015,Zoo,T,20 to 29 years,WHITE,F,Under 1 year,Resignation                   ,Voluntary,2,21,4,29,209,10,463,July,2015
2/29/2016,Coroner                       ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,61,400,405,February,2016
2/29/2016,Metro Police,R,30 to 44 years,WHITE,F,15 to 19.9 years,Failure to Return from Leave  ,Voluntary,1,12,80,80,61,400,405,February,2016
2/29/2016,Metro Police,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,12,80,80,61,400,405,February,2016
2/29/2016,Parking Authority of River Cty,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,3,61,400,405,February,2016
2/29/2016,PW&A ,R,60 to 74 years,BLACK,M,10 to 14.9 years,Normal Retirement             ,Retired,1,3,42,42,61,400,405,February,2016
3/31/2016,Metro Parks & Recreation,NULL,20 to 29 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,11,NULL,NULL,NULL,NULL,NULL,March,2016
4/30/2016,Fire & Rescue,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,4,68,68,92,401,409,April,2016
4/30/2016,Library,R,45 to 59 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,3,29,31,92,401,409,April,2016
4/30/2016,Library,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,31,92,8,409,April,2016
4/30/2016,Metro Parks & Recreation,T,30 to 44 years,UNKNOWN,F,Under 1 year,Job Abandonmnt - DO NOT REHIRE,Voluntary,1,13,3,39,92,8,409,April,2016
4/30/2016,Metro Police,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,15,79,79,92,401,409,April,2016
4/30/2016,Public Health & Wellness,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,92,401,409,April,2016
5/31/2016,Kentuckiana Works Foundation,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,77,396,405,May,2016
5/31/2016,Metro Parks & Recreation,R,30 to 44 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,13,35,38,77,396,405,May,2016
6/30/2016,Louisville Metro Council      ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11,11,84,395,404,June,2016
7/31/2016,Develop Louisville,R,30 to 44 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,6,8,8,176,397,407,July,2016
7/31/2016,Emergency Mgt Agency/MetroSafe,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,4,14,14,176,397,407,July,2016
7/31/2016,Louisville Metro EMS,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation - DO NOT REHIRE,Voluntary,1,9,4,4,176,397,407,July,2016
7/31/2016,Metro Police,R,45 to 59 years,WHITE,F,10 to 14.9 years,Normal Retirement             ,Retired,1,17,79,79,176,397,407,July,2016
8/31/2016,Economic Development ,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,2,2,175,377,385,August,2016
8/31/2016,Zoo,T,Under 20,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,19,3,26,175,8,385,August,2016
9/30/2016,Belle of Louisville           ,NULL,Under 20,UNKNOWN,M,Under 1 year,No Show - DO NOT REHIRE,Other,1,5,NULL,NULL,NULL,NULL,NULL,September,2016
9/30/2016,County Attorney               ,R,60 to 74 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,1,2,2,136,381,391,September,2016
9/30/2016,Library,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,4,28,30,136,381,391,September,2016
10/31/2016,Economic Development ,R,30 to 44 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,3,2,2,176,368,375,October,2016
10/31/2016,Louisville Metro EMS,R,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,4,4,4,176,368,375,October,2016
10/31/2016,Metro Parks & Recreation,NULL,20 to 29 years,WHITE,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,33,NULL,NULL,NULL,NULL,NULL,October,2016
10/31/2016,Metro Police,R,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,13,77,77,176,368,375,October,2016
10/31/2016,Zoo,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,71,22,26,176,368,375,October,2016
10/31/2016,Zoo,T,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,4,71,4,26,176,7,375,October,2016
12/31/2016,Coroner                       ,R,60 to 74 years,WHITE,M,10 to 14.9 years,Normal Retirement             ,Retired,1,1,2,2,96,363,371,December,2016
12/31/2016,Library,R,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,8,27,29,96,363,371,December,2016
12/31/2016,Metro Parks & Recreation,R,20 to 29 years,BLACK,M,1 to 4.9 years,Resignation                   ,Voluntary,1,21,32,33,96,363,371,December,2016
1/31/2017,Codes & Regulations,R,30 to 44 years,UNKNOWN,F,Under 1 year,Resigned during Probation,Voluntary,1,1,14,14,61,355,363,January,2017
1/31/2017,Fire & Rescue,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,1,53,53,61,355,363,January,2017
1/31/2017,Metro Police,R,45 to 59 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,5,76,76,61,355,363,January,2017
2/28/2017,Louisville Metro Council      ,R,30 to 44 years,WHITE,M,5 to 9.9 years,Dismissed - Elig for Rehire,Involuntary,1,1,9,9,70,354,360,February,2017
7/31/2016,Kentuckiana Works Foundation,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,176,397,407,July,2016
7/31/2016,Metro Animal Services         ,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,3,1,1,176,397,407,July,2016
7/31/2016,OMB ,R,30 to 44 years,BLACK,M,1 to 4.9 years,Resignation                   ,Voluntary,1,3,13,13,176,397,407,July,2016
7/31/2016,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,5,176,397,407,July,2016
7/31/2016,Zoo,T,Under 20,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,19,4,28,176,10,407,July,2016
8/31/2016,Develop Louisville,R,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,2,7,7,175,377,385,August,2016
8/31/2016,Kentuckiana Works Foundation,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,175,377,385,August,2016
8/31/2016,Metro Parks & Recreation,T,20 to 29 years,UNKNOWN,M,Under 1 year,Dismissed - Elig for Rehire,Involuntary,1,74,2,37,175,8,385,August,2016
8/31/2016,Metro Police,R,30 to 44 years,UNKNOWN,F,Under 1 year,Resignation - DO NOT REHIRE,Voluntary,1,10,76,76,175,377,385,August,2016
