DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,PARETO_TYPE,TOTAL_HOURS,TOTAL EMPLOYEE,TOTAL AVAL HOURS,LOST WORKTIME RATE
Economic Development ,11/17/2018,SICK,129.6,74,5920,0.021891
Economic Development ,12/1/2018,FMLA,2.7,75,6000,0.00045
Economic Development ,12/1/2018,MILITARY,80,75,6000,0.013333
Economic Development ,12/1/2018,SICK,113.5,75,6000,0.018916
Economic Development ,12/15/2018,MILITARY,80,76,6080,0.013157
Economic Development ,12/15/2018,SICK,151.6,76,6080,0.024934
Economic Development ,12/29/2018,MILITARY,80,76,6080,0.013157
Economic Development ,12/29/2018,SICK,130.6,76,6080,0.02148
Economic Development ,12/29/2018,UNPAID ABSENCE,40,76,6080,0.006578
Economic Development ,1/12/2019,MILITARY,80,76,6080,0.013157
Economic Development ,1/12/2019,SICK,113.15,76,6080,0.01861
Economic Development ,1/26/2019,FMLA,1.5,75,6000,0.00025
Economic Development ,1/26/2019,MILITARY,80,75,6000,0.013333
Economic Development ,1/26/2019,SICK,109.8,75,6000,0.0183
Economic Development ,1/26/2019,UNPAID ABSENCE,4.4,75,6000,0.000733
Economic Development ,2/9/2019,FMLA,3,76,6080,0.000493
Economic Development ,2/9/2019,JURY DUTY,42,76,6080,0.006907
Economic Development ,2/9/2019,MILITARY,80,76,6080,0.013157
Economic Development ,2/9/2019,SICK,86.5,76,6080,0.014226
Economic Development ,2/23/2019,FMLA,8,75,6000,0.001333
Economic Development ,2/23/2019,MILITARY,80,75,6000,0.013333
Economic Development ,2/23/2019,SICK,122.7,75,6000,0.02045
Economic Development ,3/9/2019,MILITARY,80,75,6000,0.013333
Economic Development ,3/9/2019,SICK,80.5,75,6000,0.013416
Economic Development ,3/23/2019,FMLA,2.2,74,5920,0.000371
Economic Development ,3/23/2019,MILITARY,80,74,5920,0.013513
Economic Development ,3/23/2019,SICK,110.4,74,5920,0.018648
Economic Development ,4/6/2019,FUNERAL,16,75,6000,0.002666
Economic Development ,4/6/2019,MILITARY,80,75,6000,0.013333
Economic Development ,4/6/2019,SICK,101.7,75,6000,0.01695
Economic Development ,4/20/2019,MILITARY,80,75,6000,0.013333
Economic Development ,4/20/2019,SICK,96.3,75,6000,0.01605
Economic Development ,5/4/2019,MILITARY,80,76,6080,0.013157
Economic Development ,5/4/2019,SICK,148.5,76,6080,0.024424
Economic Development ,5/18/2019,MILITARY,80,76,6080,0.013157
Economic Development ,5/18/2019,SICK,122.6,76,6080,0.020164
Economic Development ,6/1/2019,FUNERAL,24,77,6160,0.003896
Economic Development ,6/1/2019,MILITARY,80,77,6160,0.012987
Economic Development ,6/1/2019,SICK,155.85,77,6160,0.0253
Economic Development ,6/15/2019,MILITARY,80,77,6160,0.012987
Economic Development ,6/15/2019,SICK,132.25,77,6160,0.021469
Economic Development ,6/15/2019,UNPAID ABSENCE,6.4,77,6160,0.001038
Economic Development ,6/29/2019,MILITARY,80,77,6160,0.012987
Economic Development ,6/29/2019,SICK,177.1,77,6160,0.02875
Economic Development ,6/29/2019,UNPAID ABSENCE,45.53,77,6160,0.007391
Emergency Mgt Agency/MetroSafe,7/20/2013,FMLA,403.55,187,14960,0.026975
Emergency Mgt Agency/MetroSafe,7/20/2013,FUNERAL,80,187,14960,0.005347
Emergency Mgt Agency/MetroSafe,7/20/2013,SICK,312.95,187,14960,0.020919
Emergency Mgt Agency/MetroSafe,7/20/2013,SUSPENSION,8,187,14960,0.000534
Emergency Mgt Agency/MetroSafe,7/20/2013,UNPAID ABSENCE,23.56,187,14960,0.001574
Emergency Mgt Agency/MetroSafe,7/20/2013,WORKERS COMP,91.15,187,14960,0.006092
Emergency Mgt Agency/MetroSafe,8/3/2013,FMLA,260,188,15040,0.017287
Emergency Mgt Agency/MetroSafe,8/3/2013,FUNERAL,48,188,15040,0.003191
Emergency Mgt Agency/MetroSafe,8/3/2013,JURY DUTY,15,188,15040,0.000997
Emergency Mgt Agency/MetroSafe,8/3/2013,SICK,335.41,188,15040,0.022301
Emergency Mgt Agency/MetroSafe,8/3/2013,UNPAID ABSENCE,11.09,188,15040,0.000737
Emergency Mgt Agency/MetroSafe,8/3/2013,WORKERS COMP,80,188,15040,0.005319
Emergency Mgt Agency/MetroSafe,8/17/2013,FMLA,280.4,186,14880,0.018844
Emergency Mgt Agency/MetroSafe,8/17/2013,FUNERAL,16,186,14880,0.001075
Emergency Mgt Agency/MetroSafe,8/17/2013,SICK,347.2,186,14880,0.023333
Emergency Mgt Agency/MetroSafe,8/17/2013,WORKERS COMP,80,186,14880,0.005376
Emergency Mgt Agency/MetroSafe,8/31/2013,FMLA,165.2,186,14880,0.011102
Emergency Mgt Agency/MetroSafe,8/31/2013,FUNERAL,32,186,14880,0.00215
Emergency Mgt Agency/MetroSafe,8/31/2013,SICK,283.55,186,14880,0.019055
Emergency Mgt Agency/MetroSafe,8/31/2013,SUSPENSION,120,186,14880,0.008064
Emergency Mgt Agency/MetroSafe,8/31/2013,UNPAID ABSENCE,7.1,186,14880,0.000477
Emergency Mgt Agency/MetroSafe,8/31/2013,WORKERS COMP,80,186,14880,0.005376
Emergency Mgt Agency/MetroSafe,9/14/2013,FMLA,125,185,14800,0.008445
Emergency Mgt Agency/MetroSafe,9/14/2013,FUNERAL,16,185,14800,0.001081
Emergency Mgt Agency/MetroSafe,9/14/2013,SICK,152.55,185,14800,0.010307
Emergency Mgt Agency/MetroSafe,9/14/2013,SUSPENSION,24,185,14800,0.001621
Emergency Mgt Agency/MetroSafe,9/14/2013,UNPAID ABSENCE,5.35,185,14800,0.000361
Emergency Mgt Agency/MetroSafe,9/14/2013,WORKERS COMP,80,185,14800,0.005405
Emergency Mgt Agency/MetroSafe,9/28/2013,FMLA,97.5,184,14720,0.006623
Emergency Mgt Agency/MetroSafe,9/28/2013,SICK,361.55,184,14720,0.024561
Emergency Mgt Agency/MetroSafe,9/28/2013,SUSPENSION,40,184,14720,0.002717
Emergency Mgt Agency/MetroSafe,9/28/2013,UNPAID ABSENCE,15.5,184,14720,0.001052
Emergency Mgt Agency/MetroSafe,9/28/2013,WORKERS COMP,80,184,14720,0.005434
Emergency Mgt Agency/MetroSafe,10/12/2013,FMLA,124.15,184,14720,0.008434
Emergency Mgt Agency/MetroSafe,10/12/2013,FUNERAL,8,184,14720,0.000543
Emergency Mgt Agency/MetroSafe,10/12/2013,JURY DUTY,16,184,14720,0.001086
Emergency Mgt Agency/MetroSafe,10/12/2013,SICK,394.25,184,14720,0.026783
Emergency Mgt Agency/MetroSafe,10/12/2013,SUSPENSION,8,184,14720,0.000543
Emergency Mgt Agency/MetroSafe,10/12/2013,UNPAID ABSENCE,12.4,184,14720,0.000842
Emergency Mgt Agency/MetroSafe,10/12/2013,WORKERS COMP,80,184,14720,0.005434
Emergency Mgt Agency/MetroSafe,10/26/2013,FMLA,167.8,190,15200,0.011039
Emergency Mgt Agency/MetroSafe,10/26/2013,FUNERAL,24,190,15200,0.001578
Emergency Mgt Agency/MetroSafe,10/26/2013,JURY DUTY,16,190,15200,0.001052
Emergency Mgt Agency/MetroSafe,10/26/2013,SICK,180.95,190,15200,0.011904
Emergency Mgt Agency/MetroSafe,10/26/2013,SUSPENSION,8,190,15200,0.000526
Emergency Mgt Agency/MetroSafe,10/26/2013,UNPAID ABSENCE,20.3,190,15200,0.001335
Emergency Mgt Agency/MetroSafe,10/26/2013,WORKERS COMP,164,190,15200,0.010789
Emergency Mgt Agency/MetroSafe,11/9/2013,FMLA,370.5,190,15200,0.024375
Emergency Mgt Agency/MetroSafe,11/9/2013,FUNERAL,24,190,15200,0.001578
Emergency Mgt Agency/MetroSafe,11/9/2013,JURY DUTY,32,190,15200,0.002105
Emergency Mgt Agency/MetroSafe,11/9/2013,SICK,197,190,15200,0.01296
Emergency Mgt Agency/MetroSafe,11/9/2013,SUSPENSION,32,190,15200,0.002105
Emergency Mgt Agency/MetroSafe,11/9/2013,UNPAID ABSENCE,42.4,190,15200,0.002789
Emergency Mgt Agency/MetroSafe,11/9/2013,WORKERS COMP,104,190,15200,0.006842
Emergency Mgt Agency/MetroSafe,11/23/2013,FMLA,326,190,15200,0.021447
Emergency Mgt Agency/MetroSafe,11/23/2013,FUNERAL,16,190,15200,0.001052
Emergency Mgt Agency/MetroSafe,11/23/2013,JURY DUTY,32,190,15200,0.002105
Emergency Mgt Agency/MetroSafe,11/23/2013,SICK,461.73,190,15200,0.030376
Emergency Mgt Agency/MetroSafe,11/23/2013,SUSPENSION,48,190,15200,0.003157
Emergency Mgt Agency/MetroSafe,11/23/2013,UNPAID ABSENCE,9.65,190,15200,0.000634
Emergency Mgt Agency/MetroSafe,11/23/2013,WORKERS COMP,104,190,15200,0.006842
Emergency Mgt Agency/MetroSafe,12/7/2013,FMLA,343,190,15200,0.022565
Emergency Mgt Agency/MetroSafe,12/7/2013,FUNERAL,80,190,15200,0.005263
Emergency Mgt Agency/MetroSafe,12/7/2013,SICK,152.27,190,15200,0.010017
Emergency Mgt Agency/MetroSafe,12/7/2013,SUSPENSION,48,190,15200,0.003157
Emergency Mgt Agency/MetroSafe,12/7/2013,UNPAID ABSENCE,93.23,190,15200,0.006133
Emergency Mgt Agency/MetroSafe,12/7/2013,WORKERS COMP,84,190,15200,0.005526
Emergency Mgt Agency/MetroSafe,12/21/2013,FMLA,448.5,189,15120,0.029662
Emergency Mgt Agency/MetroSafe,12/21/2013,SICK,385.27,189,15120,0.02548
Emergency Mgt Agency/MetroSafe,12/21/2013,SUSPENSION,80,189,15120,0.005291
Emergency Mgt Agency/MetroSafe,12/21/2013,UNPAID ABSENCE,98.93,189,15120,0.006542
Emergency Mgt Agency/MetroSafe,12/21/2013,WORKERS COMP,0,189,15120,0
Emergency Mgt Agency/MetroSafe,1/4/2014,FMLA,267,188,15040,0.017752
Emergency Mgt Agency/MetroSafe,1/4/2014,FUNERAL,16,188,15040,0.001063
Emergency Mgt Agency/MetroSafe,1/4/2014,SICK,352.98,188,15040,0.023469
Emergency Mgt Agency/MetroSafe,1/4/2014,SUSPENSION,72,188,15040,0.004787
Emergency Mgt Agency/MetroSafe,1/4/2014,UNPAID ABSENCE,111.52,188,15040,0.007414
Emergency Mgt Agency/MetroSafe,1/4/2014,WORKERS COMP,0,188,15040,0
Emergency Mgt Agency/MetroSafe,1/18/2014,FMLA,274.1,186,14880,0.01842
Emergency Mgt Agency/MetroSafe,1/18/2014,FUNERAL,40,186,14880,0.002688
Emergency Mgt Agency/MetroSafe,1/18/2014,MILITARY,0,186,14880,0
Emergency Mgt Agency/MetroSafe,1/18/2014,SICK,307.08,186,14880,0.020637
Emergency Mgt Agency/MetroSafe,1/18/2014,SUSPENSION,40,186,14880,0.002688
Emergency Mgt Agency/MetroSafe,1/18/2014,UNPAID ABSENCE,112.92,186,14880,0.007588
Emergency Mgt Agency/MetroSafe,1/18/2014,WORKERS COMP,0,186,14880,0
Emergency Mgt Agency/MetroSafe,2/1/2014,FMLA,275,188,15040,0.018284
Emergency Mgt Agency/MetroSafe,2/1/2014,FUNERAL,40,188,15040,0.002659
Emergency Mgt Agency/MetroSafe,2/1/2014,SICK,311.25,188,15040,0.020694
Emergency Mgt Agency/MetroSafe,2/1/2014,UNPAID ABSENCE,80,188,15040,0.005319
Emergency Mgt Agency/MetroSafe,2/1/2014,WORKERS COMP,0,188,15040,0
Emergency Mgt Agency/MetroSafe,2/15/2014,FMLA,332.25,187,14960,0.022209
Emergency Mgt Agency/MetroSafe,2/15/2014,SICK,236.55,187,14960,0.015812
Emergency Mgt Agency/MetroSafe,2/15/2014,UNPAID ABSENCE,88,187,14960,0.005882
Emergency Mgt Agency/MetroSafe,2/15/2014,WORKERS COMP,0,187,14960,0
Emergency Mgt Agency/MetroSafe,3/1/2014,FMLA,300,187,14960,0.020053
Emergency Mgt Agency/MetroSafe,3/1/2014,FUNERAL,32,187,14960,0.002139
Emergency Mgt Agency/MetroSafe,3/1/2014,SICK,347.55,187,14960,0.023231
Emergency Mgt Agency/MetroSafe,3/1/2014,UNPAID ABSENCE,85,187,14960,0.005681
Emergency Mgt Agency/MetroSafe,3/1/2014,WORKERS COMP,0,187,14960,0
Emergency Mgt Agency/MetroSafe,3/15/2014,FMLA,411,197,15760,0.026078
Emergency Mgt Agency/MetroSafe,3/15/2014,FUNERAL,56,197,15760,0.003553
Emergency Mgt Agency/MetroSafe,3/15/2014,SICK,338.05,197,15760,0.021449
Emergency Mgt Agency/MetroSafe,3/15/2014,UNPAID ABSENCE,104,197,15760,0.006598
Emergency Mgt Agency/MetroSafe,3/15/2014,WORKERS COMP,64,197,15760,0.00406
Emergency Mgt Agency/MetroSafe,3/29/2014,FMLA,350.15,196,15680,0.02233
Emergency Mgt Agency/MetroSafe,3/29/2014,SICK,255.66,196,15680,0.016304
Emergency Mgt Agency/MetroSafe,3/29/2014,UNPAID ABSENCE,16.8,196,15680,0.001071
Emergency Mgt Agency/MetroSafe,3/29/2014,WORKERS COMP,80,196,15680,0.005102
Emergency Mgt Agency/MetroSafe,4/12/2014,FMLA,119.5,198,15840,0.007544
Emergency Mgt Agency/MetroSafe,4/12/2014,FUNERAL,24,198,15840,0.001515
Emergency Mgt Agency/MetroSafe,4/12/2014,SICK,348.84,198,15840,0.022022
Emergency Mgt Agency/MetroSafe,4/12/2014,SUSPENSION,40,198,15840,0.002525
Emergency Mgt Agency/MetroSafe,4/12/2014,UNPAID ABSENCE,5.59,198,15840,0.000352
Emergency Mgt Agency/MetroSafe,4/12/2014,WORKERS COMP,80,198,15840,0.00505
Emergency Mgt Agency/MetroSafe,4/26/2014,FMLA,138.6,198,15840,0.00875
Emergency Mgt Agency/MetroSafe,4/26/2014,FUNERAL,64,198,15840,0.00404
Emergency Mgt Agency/MetroSafe,4/26/2014,JURY DUTY,8,198,15840,0.000505
Emergency Mgt Agency/MetroSafe,4/26/2014,SICK,247.1,198,15840,0.015599
Emergency Mgt Agency/MetroSafe,4/26/2014,SUSPENSION,40,198,15840,0.002525
Emergency Mgt Agency/MetroSafe,4/26/2014,UNPAID ABSENCE,8.72,198,15840,0.00055
Emergency Mgt Agency/MetroSafe,4/26/2014,WORKERS COMP,80,198,15840,0.00505
Emergency Mgt Agency/MetroSafe,5/10/2014,FMLA,181.35,197,15760,0.011506
Emergency Mgt Agency/MetroSafe,5/10/2014,FUNERAL,80,197,15760,0.005076
Emergency Mgt Agency/MetroSafe,5/10/2014,SICK,162.5,197,15760,0.01031
Emergency Mgt Agency/MetroSafe,5/10/2014,SUSPENSION,8,197,15760,0.000507
Emergency Mgt Agency/MetroSafe,5/10/2014,UNPAID ABSENCE,8,197,15760,0.000507
Emergency Mgt Agency/MetroSafe,5/10/2014,WORKERS COMP,32,197,15760,0.00203
Emergency Mgt Agency/MetroSafe,5/24/2014,FMLA,306,197,15760,0.019416
Emergency Mgt Agency/MetroSafe,5/24/2014,FUNERAL,48,197,15760,0.003045
Emergency Mgt Agency/MetroSafe,5/24/2014,SICK,343.35,197,15760,0.021786
Emergency Mgt Agency/MetroSafe,5/24/2014,UNPAID ABSENCE,48.75,197,15760,0.003093
Emergency Mgt Agency/MetroSafe,6/7/2014,FMLA,264,197,15760,0.016751
Emergency Mgt Agency/MetroSafe,6/7/2014,FUNERAL,16,197,15760,0.001015
Emergency Mgt Agency/MetroSafe,6/7/2014,SICK,230,197,15760,0.014593
Emergency Mgt Agency/MetroSafe,6/7/2014,SUSPENSION,16,197,15760,0.001015
Emergency Mgt Agency/MetroSafe,6/7/2014,UNPAID ABSENCE,0,197,15760,0
Emergency Mgt Agency/MetroSafe,6/21/2014,FMLA,416.97,196,15680,0.026592
Emergency Mgt Agency/MetroSafe,6/21/2014,FUNERAL,32,196,15680,0.00204
Emergency Mgt Agency/MetroSafe,6/21/2014,SICK,378.55,196,15680,0.024142
Emergency Mgt Agency/MetroSafe,6/21/2014,SUSPENSION,24,196,15680,0.00153
Emergency Mgt Agency/MetroSafe,6/21/2014,UNPAID ABSENCE,0.6,196,15680,0.000038
Emergency Mgt Agency/MetroSafe,7/5/2014,FMLA,433.5,197,15760,0.027506
Emergency Mgt Agency/MetroSafe,7/5/2014,FUNERAL,56,197,15760,0.003553
Emergency Mgt Agency/MetroSafe,7/5/2014,SICK,325.28,197,15760,0.020639
Emergency Mgt Agency/MetroSafe,7/5/2014,UNPAID ABSENCE,7.17,197,15760,0.000454
Emergency Mgt Agency/MetroSafe,7/19/2014,FMLA,336,196,15680,0.021428
Emergency Mgt Agency/MetroSafe,7/19/2014,FUNERAL,27,196,15680,0.001721
Emergency Mgt Agency/MetroSafe,7/19/2014,SICK,283.37,196,15680,0.018072
Emergency Mgt Agency/MetroSafe,7/19/2014,SUSPENSION,24,196,15680,0.00153
Emergency Mgt Agency/MetroSafe,7/19/2014,UNPAID ABSENCE,3.85,196,15680,0.000245
Emergency Mgt Agency/MetroSafe,8/2/2014,FMLA,378.4,195,15600,0.024256
Emergency Mgt Agency/MetroSafe,8/2/2014,FUNERAL,64,195,15600,0.004102
Emergency Mgt Agency/MetroSafe,8/2/2014,SICK,216.1,195,15600,0.013852
Emergency Mgt Agency/MetroSafe,8/2/2014,SUSPENSION,16,195,15600,0.001025
Emergency Mgt Agency/MetroSafe,8/2/2014,UNPAID ABSENCE,8.9,195,15600,0.00057
Emergency Mgt Agency/MetroSafe,8/16/2014,FMLA,298.5,194,15520,0.019233
Emergency Mgt Agency/MetroSafe,8/16/2014,FUNERAL,32,194,15520,0.002061
Emergency Mgt Agency/MetroSafe,8/16/2014,SICK,209.39,194,15520,0.013491
Emergency Mgt Agency/MetroSafe,8/16/2014,SUSPENSION,8,194,15520,0.000515
Emergency Mgt Agency/MetroSafe,8/30/2014,FMLA,283.5,194,15520,0.018266
Emergency Mgt Agency/MetroSafe,8/30/2014,FUNERAL,40,194,15520,0.002577
Emergency Mgt Agency/MetroSafe,8/30/2014,SICK,282.6,194,15520,0.018208
Emergency Mgt Agency/MetroSafe,8/30/2014,UNPAID ABSENCE,3.35,194,15520,0.000215
Emergency Mgt Agency/MetroSafe,9/13/2014,FMLA,104,195,15600,0.006666
Emergency Mgt Agency/MetroSafe,9/13/2014,FUNERAL,43,195,15600,0.002756
Emergency Mgt Agency/MetroSafe,9/13/2014,SICK,281.8,195,15600,0.018064
Emergency Mgt Agency/MetroSafe,9/13/2014,SUSPENSION,24,195,15600,0.001538
Emergency Mgt Agency/MetroSafe,9/13/2014,UNPAID ABSENCE,35.72,195,15600,0.002289
Emergency Mgt Agency/MetroSafe,9/27/2014,FMLA,122,195,15600,0.00782
Emergency Mgt Agency/MetroSafe,9/27/2014,SICK,267.5,195,15600,0.017147
Emergency Mgt Agency/MetroSafe,9/27/2014,SUSPENSION,32,195,15600,0.002051
Emergency Mgt Agency/MetroSafe,10/11/2014,FMLA,140.5,195,15600,0.009006
Emergency Mgt Agency/MetroSafe,10/11/2014,FUNERAL,24,195,15600,0.001538
Emergency Mgt Agency/MetroSafe,10/11/2014,SICK,254.7,195,15600,0.016326
Emergency Mgt Agency/MetroSafe,10/11/2014,SUSPENSION,8,195,15600,0.000512
Emergency Mgt Agency/MetroSafe,10/11/2014,UNPAID ABSENCE,0.4,195,15600,0.000025
Emergency Mgt Agency/MetroSafe,10/25/2014,FMLA,322.65,196,15680,0.020577
Emergency Mgt Agency/MetroSafe,10/25/2014,FUNERAL,8,196,15680,0.00051
Emergency Mgt Agency/MetroSafe,10/25/2014,SICK,410.35,196,15680,0.02617
Emergency Mgt Agency/MetroSafe,10/25/2014,UNPAID ABSENCE,1.24,196,15680,0.000079
Emergency Mgt Agency/MetroSafe,11/8/2014,FMLA,397,194,15520,0.025579
Emergency Mgt Agency/MetroSafe,11/8/2014,FUNERAL,16,194,15520,0.00103
Emergency Mgt Agency/MetroSafe,11/8/2014,SICK,269.8,194,15520,0.017384
Emergency Mgt Agency/MetroSafe,11/8/2014,SUSPENSION,24,194,15520,0.001546
Emergency Mgt Agency/MetroSafe,11/8/2014,UNPAID ABSENCE,1.6,194,15520,0.000103
Emergency Mgt Agency/MetroSafe,11/22/2014,FMLA,128,191,15280,0.008376
Emergency Mgt Agency/MetroSafe,11/22/2014,FUNERAL,16,191,15280,0.001047
Emergency Mgt Agency/MetroSafe,11/22/2014,SICK,335.05,191,15280,0.021927
Emergency Mgt Agency/MetroSafe,11/22/2014,SUSPENSION,8,191,15280,0.000523
Emergency Mgt Agency/MetroSafe,12/6/2014,FMLA,122.5,193,15440,0.007933
Emergency Mgt Agency/MetroSafe,12/6/2014,FUNERAL,64,193,15440,0.004145
Emergency Mgt Agency/MetroSafe,12/6/2014,SICK,293.1,193,15440,0.018983
Emergency Mgt Agency/MetroSafe,12/6/2014,SUSPENSION,24,193,15440,0.001554
Emergency Mgt Agency/MetroSafe,12/6/2014,UNPAID ABSENCE,17.2,193,15440,0.001113
Emergency Mgt Agency/MetroSafe,12/20/2014,FMLA,231.75,192,15360,0.015087
Emergency Mgt Agency/MetroSafe,12/20/2014,FUNERAL,48,192,15360,0.003125
Emergency Mgt Agency/MetroSafe,12/20/2014,SICK,272.74,192,15360,0.017756
Emergency Mgt Agency/MetroSafe,1/3/2015,FMLA,244,197,15760,0.015482
Emergency Mgt Agency/MetroSafe,1/3/2015,FUNERAL,16,197,15760,0.001015
Emergency Mgt Agency/MetroSafe,1/3/2015,SICK,344.4,197,15760,0.021852
Emergency Mgt Agency/MetroSafe,1/17/2015,FMLA,370,194,15520,0.02384
Emergency Mgt Agency/MetroSafe,1/17/2015,SICK,314.4,194,15520,0.020257
Emergency Mgt Agency/MetroSafe,1/17/2015,SUSPENSION,8,194,15520,0.000515
Emergency Mgt Agency/MetroSafe,1/17/2015,UNPAID ABSENCE,0,194,15520,0
Emergency Mgt Agency/MetroSafe,1/31/2015,FMLA,154.2,195,15600,0.009884
Emergency Mgt Agency/MetroSafe,1/31/2015,FUNERAL,24,195,15600,0.001538
Emergency Mgt Agency/MetroSafe,1/31/2015,SICK,271.65,195,15600,0.017413
Emergency Mgt Agency/MetroSafe,1/31/2015,SUSPENSION,16,195,15600,0.001025
Emergency Mgt Agency/MetroSafe,1/31/2015,UNPAID ABSENCE,18.6,195,15600,0.001192
Emergency Mgt Agency/MetroSafe,2/14/2015,FMLA,268.95,194,15520,0.017329
Emergency Mgt Agency/MetroSafe,2/14/2015,FUNERAL,24,194,15520,0.001546
Emergency Mgt Agency/MetroSafe,2/14/2015,JURY DUTY,80,194,15520,0.005154
Emergency Mgt Agency/MetroSafe,2/14/2015,SICK,460.87,194,15520,0.029695
Emergency Mgt Agency/MetroSafe,2/14/2015,UNPAID ABSENCE,14.7,194,15520,0.000947
Emergency Mgt Agency/MetroSafe,2/28/2015,FMLA,124.2,194,15520,0.008002
Emergency Mgt Agency/MetroSafe,2/28/2015,FUNERAL,104,194,15520,0.006701
Emergency Mgt Agency/MetroSafe,2/28/2015,JURY DUTY,29,194,15520,0.001868
Emergency Mgt Agency/MetroSafe,2/28/2015,MEDICAL,40,194,15520,0.002577
Emergency Mgt Agency/MetroSafe,2/28/2015,SICK,501.22,194,15520,0.032295
Emergency Mgt Agency/MetroSafe,2/28/2015,SUSPENSION,48,194,15520,0.003092
Emergency Mgt Agency/MetroSafe,2/28/2015,UNPAID ABSENCE,65.55,194,15520,0.004223
Emergency Mgt Agency/MetroSafe,3/14/2015,FMLA,234.15,193,15440,0.015165
Emergency Mgt Agency/MetroSafe,3/14/2015,FUNERAL,16,193,15440,0.001036
